Japan, Death Rates (period 1x1)     Last modified:2026-02-20, ver.005_002 JMD(IPSS)

   Year      Age       Female       Male         Total
   1947       67   0.039691     0.061707     0.049529
   1947       68   0.045036     0.067817     0.055094
   1947       69   0.048065     0.071339     0.058174
   1947       70   0.054276     0.079882     0.065235
   1947       71   0.061057     0.084277     0.070921
   1947       72   0.064342     0.092934     0.076300
   1947       73   0.071419     0.099456     0.082943
   1947       74   0.077420     0.105463     0.088773
   1947       75   0.088504     0.120555     0.101354
   1947       76   0.093415     0.122443     0.104876
   1947       77   0.100604     0.132548     0.112791
   1947       78   0.109430     0.150518     0.124707
   1947       79   0.127995     0.166006     0.141924
   1947       80   0.143590     0.176566     0.155459
   1947       81   0.154590     0.197310     0.169523
   1947       82   0.171079     0.212522     0.185178
   1947       83   0.199833     0.233745     0.211280
   1947       84   0.192437     0.229506     0.204581
   1947       85   0.214101     0.267002     0.230882
   1947       86   0.236075     0.292056     0.253728
   1947       87   0.252432     0.313029     0.270971
   1947       88   0.275701     0.320943     0.289490
   1947       89   0.310400     0.342484     0.320093
   1947       90   0.340236     0.353788     0.344169
   1947       91   0.345275     0.422663     0.366814
   1947       92   0.386104     0.431796     0.398241
   1947       93   0.416101     0.454607     0.426562
   1947       94   0.411057     0.478475     0.430122
   1947       95   0.463650     0.569802     0.493970
   1947       96   0.472594     0.499312     0.480111
   1947       97   0.512017     0.504479     0.509861
   1947       98   0.686362     0.664428     0.678974
   1947       99   0.463646     1.020809     0.672101
   1947      100   0.434983     1.355402     0.720377
   1947      101   0.666988     0.500334     0.631900
   1947      102   0.461772     0.750238     0.552896
   1947      103   0.585586     1.500364     0.734990
   1947      104   1.091332     0.000000     0.857381
   1947      105   1.385161     1.000081     1.200265
   1947      106   0.600354     1.500631     1.000578
   1947      107   0.000000     0.750316     0.428835
   1947      108   0.000000            .     0.000000
   1947      109   0.857498     0.000000     0.600122
   1947      110+  0.800315     1.895437     1.125500
   1948        0   0.058781     0.068433     0.063713
   1948        1   0.018501     0.019176     0.018846
   1948        2   0.010518     0.010541     0.010530
   1948        3   0.007027     0.007311     0.007171
   1948        4   0.004776     0.004967     0.004873
   1948        5   0.003249     0.003592     0.003423
   1948        6   0.002505     0.002863     0.002687
   1948        7   0.002096     0.002467     0.002284
   1948        8   0.001793     0.002077     0.001937
   1948        9   0.001559     0.001790     0.001676
   1948       10   0.001448     0.001684     0.001568
   1948       11   0.001417     0.001428     0.001423
   1948       12   0.001447     0.001432     0.001440
   1948       13   0.001689     0.001448     0.001567
   1948       14   0.001888     0.001683     0.001785
   1948       15   0.002431     0.002016     0.002222
   1948       16   0.003004     0.002667     0.002834
   1948       17   0.003613     0.003390     0.003501
   1948       18   0.004203     0.004333     0.004268
   1948       19   0.005031     0.005363     0.005196
   1948       20   0.005955     0.006417     0.006184
   1948       21   0.006668     0.006963     0.006814
   1948       22   0.006922     0.007347     0.007130
   1948       23   0.007104     0.007960     0.007514
   1948       24   0.007171     0.008093     0.007599
   1948       25   0.007036     0.008083     0.007501
   1948       26   0.006805     0.007658     0.007177
   1948       27   0.006752     0.007880     0.007244
   1948       28   0.006563     0.007423     0.006944
   1948       29   0.006450     0.007614     0.006976
   1948       30   0.006297     0.007114     0.006668
   1948       31   0.006105     0.007174     0.006595
   1948       32   0.006195     0.007077     0.006603
   1948       33   0.006098     0.007206     0.006615
   1948       34   0.006121     0.007069     0.006567
   1948       35   0.005979     0.006997     0.006458
   1948       36   0.006417     0.007387     0.006873
   1948       37   0.006406     0.007317     0.006841
   1948       38   0.006477     0.007558     0.006997
   1948       39   0.006799     0.007691     0.007231
   1948       40   0.006979     0.007923     0.007440
   1948       41   0.006950     0.008290     0.007620
   1948       42   0.007137     0.008571     0.007860
   1948       43   0.006988     0.008826     0.007903
   1948       44   0.007484     0.009290     0.008397
   1948       45   0.007541     0.009684     0.008623
   1948       46   0.007956     0.009949     0.008967
   1948       47   0.008226     0.010521     0.009389
   1948       48   0.008792     0.011346     0.010089
   1948       49   0.009086     0.012058     0.010604
   1948       50   0.009994     0.013568     0.011812
   1948       51   0.010247     0.013582     0.011943
   1948       52   0.011773     0.015426     0.013626
   1948       53   0.011823     0.016474     0.014182
   1948       54   0.012708     0.017761     0.015273
   1948       55   0.012903     0.018808     0.015880
   1948       56   0.014388     0.019803     0.017101
   1948       57   0.015381     0.021758     0.018551
   1948       58   0.017018     0.024576     0.020730
   1948       59   0.017285     0.026561     0.021842
   1948       60   0.019432     0.028761     0.023991
   1948       61   0.021138     0.031802     0.026256
   1948       62   0.021643     0.032876     0.026964
   1948       63   0.025391     0.037387     0.030995
   1948       64   0.027767     0.040722     0.033719
   1948       65   0.029471     0.043300     0.035732
   1948       66   0.032855     0.046348     0.038950
   1948       67   0.036707     0.052015     0.043578
   1948       68   0.037874     0.055564     0.045694
   1948       69   0.043406     0.061252     0.051198
   1948       70   0.045092     0.063019     0.052788
   1948       71   0.051336     0.070012     0.059231
   1948       72   0.056208     0.076889     0.064882
   1948       73   0.061596     0.080979     0.069592
   1948       74   0.065920     0.089058     0.075290
   1948       75   0.072325     0.092278     0.080282
   1948       76   0.081134     0.101940     0.089348
   1948       77   0.086423     0.109939     0.095571
   1948       78   0.092068     0.118615     0.102003
   1948       79   0.100672     0.125928     0.109872
   1948       80   0.117953     0.146608     0.128323
   1948       81   0.126327     0.156828     0.137069
   1948       82   0.137820     0.165668     0.147318
   1948       83   0.152883     0.184756     0.163500
   1948       84   0.175394     0.195759     0.182130
   1948       85   0.175310     0.204471     0.184655
   1948       86   0.199521     0.240336     0.212070
   1948       87   0.208347     0.242034     0.218598
   1948       88   0.233245     0.251708     0.238748
   1948       89   0.262515     0.302660     0.274443
   1948       90   0.265828     0.302897     0.276718
   1948       91   0.273909     0.328761     0.289437
   1948       92   0.313098     0.334462     0.318750
   1948       93   0.316034     0.333055     0.320466
   1948       94   0.347634     0.336502     0.344683
   1948       95   0.417878     0.353842     0.399711
   1948       96   0.347742     0.447976     0.374798
   1948       97   0.490145     0.221648     0.415554
   1948       98   0.356476     0.383758     0.364540
   1948       99   0.497027     0.541619     0.510296
   1948      100   0.440203     0.484095     0.453041
   1948      101   0.216966     0.444662     0.272863
   1948      102   0.327428     0.000000     0.246681
   1948      103   0.562783     0.545640     0.558397
   1948      104   0.000000     6.000000     0.316008
   1948      105   0.600323     0.000000     0.461706
   1948      106   0.000000     6.000000     0.857742
   1948      107   0.750333     1.200342     0.923454
   1948      108   0.000000     0.000000     0.000000
   1948      109   0.000000            .     0.000000
   1948      110+  0.580840     0.000000     0.486673
   1949        0   0.060951     0.069577     0.065348
   1949        1   0.018253     0.018278     0.018265
   1949        2   0.010717     0.011036     0.010880
   1949        3   0.007217     0.007629     0.007427
   1949        4   0.004975     0.005136     0.005056
   1949        5   0.003336     0.003591     0.003465
   1949        6   0.002500     0.002790     0.002647
   1949        7   0.001870     0.002138     0.002006
   1949        8   0.001599     0.001740     0.001670
   1949        9   0.001351     0.001512     0.001432
   1949       10   0.001296     0.001372     0.001334
   1949       11   0.001265     0.001266     0.001265
   1949       12   0.001299     0.001239     0.001269
   1949       13   0.001336     0.001294     0.001315
   1949       14   0.001615     0.001388     0.001500
   1949       15   0.002003     0.001681     0.001841
   1949       16   0.002544     0.002188     0.002364
   1949       17   0.003127     0.002902     0.003014
   1949       18   0.003620     0.003528     0.003574
   1949       19   0.004231     0.004450     0.004340
   1949       20   0.004682     0.005269     0.004973
   1949       21   0.005479     0.005807     0.005642
   1949       22   0.005939     0.006542     0.006237
   1949       23   0.006040     0.006754     0.006389
   1949       24   0.006212     0.007143     0.006658
   1949       25   0.006318     0.007055     0.006659
   1949       26   0.006168     0.007003     0.006539
   1949       27   0.005980     0.006787     0.006331
   1949       28   0.006142     0.006710     0.006390
   1949       29   0.005602     0.006720     0.006098
   1949       30   0.005820     0.006423     0.006092
   1949       31   0.005677     0.006413     0.006011
   1949       32   0.005700     0.006268     0.005960
   1949       33   0.005585     0.006405     0.005964
   1949       34   0.005601     0.006448     0.005996
   1949       35   0.005614     0.006544     0.006051
   1949       36   0.005788     0.006585     0.006163
   1949       37   0.005894     0.006746     0.006295
   1949       38   0.005730     0.006918     0.006296
   1949       39   0.006141     0.007144     0.006623
   1949       40   0.006118     0.007195     0.006640
   1949       41   0.006470     0.007676     0.007058
   1949       42   0.006582     0.007803     0.007192
   1949       43   0.006743     0.008407     0.007582
   1949       44   0.006586     0.008619     0.007598
   1949       45   0.007094     0.008927     0.008019
   1949       46   0.007206     0.009392     0.008308
   1949       47   0.007622     0.010288     0.008973
   1949       48   0.008356     0.010583     0.009483
   1949       49   0.008672     0.011560     0.010137
   1949       50   0.009272     0.011947     0.010636
   1949       51   0.009862     0.013549     0.011734
   1949       52   0.010181     0.013683     0.011959
   1949       53   0.011663     0.015468     0.013589
   1949       54   0.011911     0.016618     0.014293
   1949       55   0.012696     0.018147     0.015456
   1949       56   0.013389     0.019100     0.016260
   1949       57   0.014694     0.020790     0.017739
   1949       58   0.016254     0.023594     0.019891
   1949       59   0.016480     0.025216     0.020752
   1949       60   0.019114     0.026982     0.022962
   1949       61   0.019931     0.029983     0.024820
   1949       62   0.022912     0.034028     0.028217
   1949       63   0.023730     0.035345     0.029198
   1949       64   0.027055     0.039501     0.032833
   1949       65   0.028918     0.042424     0.035079
   1949       66   0.031707     0.046879     0.038524
   1949       67   0.034393     0.051613     0.042106
   1949       68   0.038763     0.056628     0.046706
   1949       69   0.041527     0.058742     0.049061
   1949       70   0.045743     0.064106     0.053682
   1949       71   0.048575     0.069198     0.057336
   1949       72   0.055218     0.075738     0.063789
   1949       73   0.062387     0.081898     0.070478
   1949       74   0.066008     0.089532     0.075587
   1949       75   0.071219     0.096011     0.081125
   1949       76   0.079088     0.100287     0.087428
   1949       77   0.088926     0.114369     0.098844
   1949       78   0.093747     0.114850     0.101826
   1949       79   0.102726     0.132227     0.113593
   1949       80   0.116921     0.145454     0.127251
   1949       81   0.129591     0.164062     0.141816
   1949       82   0.143410     0.166543     0.151401
   1949       83   0.152275     0.190053     0.164915
   1949       84   0.169111     0.197778     0.178462
   1949       85   0.192252     0.227742     0.203741
   1949       86   0.198192     0.234775     0.209626
   1949       87   0.218467     0.252539     0.228684
   1949       88   0.239082     0.290055     0.254316
   1949       89   0.269172     0.304223     0.279367
   1949       90   0.260864     0.337495     0.282901
   1949       91   0.294613     0.353228     0.311248
   1949       92   0.339763     0.340477     0.339958
   1949       93   0.351397     0.390019     0.361370
   1949       94   0.355137     0.380089     0.361523
   1949       95   0.377367     0.461149     0.400356
   1949       96   0.366135     0.423915     0.381968
   1949       97   0.444243     0.588296     0.482541
   1949       98   0.505766     0.317216     0.448616
   1949       99   0.403689     0.392222     0.400033
   1949      100   0.520436     0.518608     0.519901
   1949      101   0.568453     0.285745     0.481773
   1949      102   0.470613     0.000000     0.333332
   1949      103   0.315814     1.500085     0.600093
   1949      104   0.521809     0.000000     0.413830
   1949      105   0.000000            .     0.000000
   1949      106   0.857268            .     0.857268
   1949      107   0.000000            .     0.000000
   1949      108   0.000000     3.000000     0.750191
   1949      109   0.000000            .     0.000000
   1949      110+  0.272729     0.000000     0.214293
   1950        0   0.055066     0.062581     0.058905
   1950        1   0.014424     0.014204     0.014312
   1950        2   0.009641     0.009859     0.009752
   1950        3   0.007034     0.007124     0.007080
   1950        4   0.004770     0.004771     0.004770
   1950        5   0.003358     0.003380     0.003369
   1950        6   0.002178     0.002573     0.002378
   1950        7   0.001750     0.002133     0.001944
   1950        8   0.001450     0.001688     0.001571
   1950        9   0.001282     0.001414     0.001349
   1950       10   0.001140     0.001252     0.001197
   1950       11   0.001159     0.001160     0.001160
   1950       12   0.001144     0.001124     0.001134
   1950       13   0.001198     0.001085     0.001141
   1950       14   0.001399     0.001167     0.001282
   1950       15   0.001653     0.001456     0.001554
   1950       16   0.002109     0.001838     0.001972
   1950       17   0.002428     0.002531     0.002480
   1950       18   0.003018     0.003035     0.003027
   1950       19   0.003360     0.003641     0.003501
   1950       20   0.003647     0.004150     0.003899
   1950       21   0.004171     0.004644     0.004406
   1950       22   0.004635     0.005004     0.004818
   1950       23   0.004929     0.005248     0.005087
   1950       24   0.005011     0.005697     0.005346
   1950       25   0.004975     0.005806     0.005372
   1950       26   0.005222     0.005856     0.005516
   1950       27   0.005107     0.005646     0.005346
   1950       28   0.005212     0.005632     0.005395
   1950       29   0.005017     0.005870     0.005388
   1950       30   0.004974     0.005511     0.005212
   1950       31   0.004928     0.005154     0.005030
   1950       32   0.004900     0.005398     0.005126
   1950       33   0.004956     0.005378     0.005149
   1950       34   0.005057     0.005563     0.005291
   1950       35   0.005145     0.005680     0.005395
   1950       36   0.005170     0.005753     0.005444
   1950       37   0.005160     0.006014     0.005562
   1950       38   0.005370     0.006059     0.005694
   1950       39   0.005679     0.006526     0.006083
   1950       40   0.005756     0.006503     0.006115
   1950       41   0.005840     0.006901     0.006353
   1950       42   0.006193     0.007185     0.006676
   1950       43   0.006091     0.007596     0.006843
   1950       44   0.006468     0.008047     0.007263
   1950       45   0.006870     0.008489     0.007675
   1950       46   0.007034     0.008663     0.007855
   1950       47   0.007284     0.009407     0.008353
   1950       48   0.007921     0.010068     0.009007
   1950       49   0.008360     0.011278     0.009835
   1950       50   0.008957     0.011719     0.010356
   1950       51   0.009398     0.012204     0.010827
   1950       52   0.010609     0.014000     0.012328
   1950       53   0.010635     0.014391     0.012538
   1950       54   0.012060     0.016374     0.014240
   1950       55   0.012058     0.017778     0.014945
   1950       56   0.013509     0.019291     0.016428
   1950       57   0.014755     0.020673     0.017721
   1950       58   0.016152     0.023831     0.019975
   1950       59   0.016604     0.024767     0.020632
   1950       60   0.018029     0.026801     0.022301
   1950       61   0.020160     0.028752     0.024344
   1950       62   0.021580     0.031824     0.026538
   1950       63   0.025732     0.035973     0.030593
   1950       64   0.026327     0.037895     0.031739
   1950       65   0.029279     0.044085     0.036104
   1950       66   0.033087     0.047772     0.039735
   1950       67   0.035514     0.051038     0.042427
   1950       68   0.038951     0.056814     0.046877
   1950       69   0.044142     0.063091     0.052483
   1950       70   0.045816     0.066465     0.054756
   1950       71   0.052397     0.074527     0.061864
   1950       72   0.056399     0.080170     0.066367
   1950       73   0.062103     0.086401     0.072129
   1950       74   0.070433     0.094553     0.080304
   1950       75   0.076585     0.101454     0.086564
   1950       76   0.082160     0.108633     0.092584
   1950       77   0.088745     0.119837     0.100792
   1950       78   0.103218     0.132039     0.114267
   1950       79   0.106644     0.139524     0.119017
   1950       80   0.125414     0.156891     0.136764
   1950       81   0.134904     0.170312     0.147467
   1950       82   0.151842     0.189909     0.165047
   1950       83   0.161762     0.205212     0.176420
   1950       84   0.181045     0.211197     0.190925
   1950       85   0.195924     0.236019     0.208686
   1950       86   0.217199     0.273794     0.235032
   1950       87   0.236227     0.264037     0.244642
   1950       88   0.258703     0.292176     0.268517
   1950       89   0.266574     0.345475     0.289256
   1950       90   0.308738     0.356531     0.322142
   1950       91   0.325115     0.382005     0.340774
   1950       92   0.367797     0.439917     0.387867
   1950       93   0.351183     0.390631     0.361459
   1950       94   0.409820     0.526282     0.438704
   1950       95   0.386648     0.457456     0.403823
   1950       96   0.404588     0.603007     0.455331
   1950       97   0.505449     0.437632     0.488086
   1950       98   0.444156     0.660725     0.499510
   1950       99   0.631656     0.557298     0.608208
   1950      100   0.626949     0.428721     0.561976
   1950      101   0.403420     0.491956     0.433426
   1950      102   0.413854     0.571628     0.455796
   1950      103   0.342900     0.000000     0.272756
   1950      104   0.461613     0.857306     0.545563
   1950      105   0.000000     1.500499     0.240104
   1950      106   0.000000            .     0.000000
   1950      107   0.000000            .     0.000000
   1950      108   0.000000            .     0.000000
   1950      109   0.000000            .     0.000000
   1950      110+  0.923185     0.000000     0.631666
   1951        0   0.052860     0.060207     0.056620
   1951        1   0.012806     0.012899     0.012854
   1951        2   0.009122     0.009220     0.009172
   1951        3   0.006798     0.007004     0.006903
   1951        4   0.004600     0.004755     0.004679
   1951        5   0.003023     0.003136     0.003080
   1951        6   0.002185     0.002289     0.002238
   1951        7   0.001566     0.001771     0.001670
   1951        8   0.001251     0.001520     0.001387
   1951        9   0.001055     0.001230     0.001144
   1951       10   0.000987     0.001126     0.001058
   1951       11   0.000903     0.000962     0.000933
   1951       12   0.001027     0.000972     0.000999
   1951       13   0.001061     0.000971     0.001016
   1951       14   0.001169     0.001069     0.001119
   1951       15   0.001268     0.001251     0.001259
   1951       16   0.001599     0.001591     0.001595
   1951       17   0.001789     0.001945     0.001868
   1951       18   0.002205     0.002296     0.002251
   1951       19   0.002588     0.002966     0.002778
   1951       20   0.002862     0.003065     0.002964
   1951       21   0.002938     0.003424     0.003181
   1951       22   0.003246     0.003730     0.003487
   1951       23   0.003627     0.004041     0.003832
   1951       24   0.003896     0.004225     0.004059
   1951       25   0.003800     0.004177     0.003984
   1951       26   0.003942     0.004451     0.004186
   1951       27   0.004153     0.004329     0.004234
   1951       28   0.004058     0.004322     0.004175
   1951       29   0.004020     0.004565     0.004257
   1951       30   0.004165     0.004588     0.004349
   1951       31   0.004036     0.004250     0.004131
   1951       32   0.004141     0.004283     0.004205
   1951       33   0.004169     0.004388     0.004268
   1951       34   0.004128     0.004362     0.004235
   1951       35   0.004308     0.004541     0.004416
   1951       36   0.004346     0.004751     0.004535
   1951       37   0.004482     0.004912     0.004684
   1951       38   0.004683     0.005082     0.004871
   1951       39   0.004905     0.005485     0.005178
   1951       40   0.004996     0.005534     0.005252
   1951       41   0.005104     0.006081     0.005573
   1951       42   0.005253     0.006344     0.005781
   1951       43   0.005547     0.006582     0.006051
   1951       44   0.005744     0.007317     0.006529
   1951       45   0.006085     0.007553     0.006824
   1951       46   0.006262     0.008191     0.007220
   1951       47   0.007020     0.009018     0.008027
   1951       48   0.007445     0.009476     0.008467
   1951       49   0.007948     0.009986     0.008978
   1951       50   0.008065     0.010861     0.009477
   1951       51   0.008435     0.011537     0.010005
   1951       52   0.009475     0.012306     0.010915
   1951       53   0.010390     0.013986     0.012210
   1951       54   0.010429     0.014894     0.012687
   1951       55   0.011842     0.016864     0.014373
   1951       56   0.012464     0.017875     0.015188
   1951       57   0.014087     0.019645     0.016885
   1951       58   0.015401     0.021847     0.018620
   1951       59   0.015819     0.022741     0.019251
   1951       60   0.017853     0.025205     0.021467
   1951       61   0.018510     0.028228     0.023221
   1951       62   0.020495     0.030752     0.025466
   1951       63   0.022789     0.033652     0.028019
   1951       64   0.026255     0.038446     0.032008
   1951       65   0.027180     0.040493     0.033366
   1951       66   0.030650     0.045515     0.037451
   1951       67   0.034560     0.049120     0.041097
   1951       68   0.037354     0.054382     0.044868
   1951       69   0.041700     0.061056     0.050198
   1951       70   0.046417     0.065346     0.054652
   1951       71   0.050335     0.070445     0.058939
   1951       72   0.055874     0.077733     0.065100
   1951       73   0.059657     0.082450     0.069082
   1951       74   0.065439     0.089909     0.075389
   1951       75   0.077626     0.098152     0.085905
   1951       76   0.081187     0.107462     0.091563
   1951       77   0.084900     0.113408     0.095930
   1951       78   0.095104     0.123195     0.105785
   1951       79   0.109798     0.135252     0.119374
   1951       80   0.116739     0.145550     0.127241
   1951       81   0.127917     0.161707     0.139866
   1951       82   0.141385     0.176477     0.153557
   1951       83   0.163420     0.193264     0.173507
   1951       84   0.178137     0.207219     0.187729
   1951       85   0.184144     0.225946     0.197496
   1951       86   0.210916     0.246071     0.221792
   1951       87   0.226339     0.261859     0.237179
   1951       88   0.234968     0.274978     0.246756
   1951       89   0.249276     0.301687     0.264088
   1951       90   0.266824     0.343287     0.287875
   1951       91   0.315410     0.362696     0.327955
   1951       92   0.344380     0.365615     0.349998
   1951       93   0.358214     0.395019     0.367995
   1951       94   0.419559     0.408499     0.416826
   1951       95   0.400841     0.461035     0.414750
   1951       96   0.402702     0.320367     0.383673
   1951       97   0.439742     0.527093     0.461220
   1951       98   0.641257     0.432168     0.587560
   1951       99   0.715077     0.495821     0.658020
   1951      100   0.376942     0.129022     0.295754
   1951      101   0.344243     0.370344     0.354658
   1951      102   0.394720     0.000000     0.267841
   1951      103   0.315775     0.352927     0.327259
   1951      104   0.521708     0.000000     0.461512
   1951      105   0.000000     3.000000     0.230768
   1951      106   0.705861            .     0.705861
   1951      107   0.545447            .     0.545447
   1951      108   3.000000            .     3.000000
   1951      109   0.000000            .     0.000000
   1951      110+  0.461511     1.500000     0.705856
   1952        0   0.046268     0.053079     0.049749
   1952        1   0.008979     0.008976     0.008977
   1952        2   0.007449     0.007351     0.007399
   1952        3   0.005475     0.005722     0.005601
   1952        4   0.003936     0.003845     0.003890
   1952        5   0.002535     0.002868     0.002705
   1952        6   0.001778     0.001896     0.001838
   1952        7   0.001352     0.001656     0.001506
   1952        8   0.001018     0.001325     0.001173
   1952        9   0.000908     0.001110     0.001011
   1952       10   0.000844     0.000991     0.000918
   1952       11   0.000796     0.000907     0.000852
   1952       12   0.000813     0.000894     0.000854
   1952       13   0.000863     0.000872     0.000867
   1952       14   0.000943     0.000963     0.000953
   1952       15   0.001010     0.001072     0.001041
   1952       16   0.001234     0.001353     0.001294
   1952       17   0.001461     0.001684     0.001573
   1952       18   0.001745     0.002080     0.001913
   1952       19   0.002027     0.002390     0.002209
   1952       20   0.002294     0.002752     0.002524
   1952       21   0.002471     0.002801     0.002636
   1952       22   0.002593     0.003013     0.002803
   1952       23   0.002882     0.003241     0.003060
   1952       24   0.002962     0.003377     0.003168
   1952       25   0.003091     0.003376     0.003232
   1952       26   0.003136     0.003419     0.003275
   1952       27   0.003146     0.003474     0.003303
   1952       28   0.003291     0.003601     0.003434
   1952       29   0.003239     0.003725     0.003455
   1952       30   0.003441     0.003488     0.003461
   1952       31   0.003439     0.003788     0.003591
   1952       32   0.003428     0.003638     0.003521
   1952       33   0.003523     0.003617     0.003565
   1952       34   0.003619     0.003970     0.003778
   1952       35   0.003700     0.003747     0.003722
   1952       36   0.003791     0.004046     0.003909
   1952       37   0.003968     0.004377     0.004159
   1952       38   0.003991     0.004138     0.004060
   1952       39   0.004202     0.004490     0.004337
   1952       40   0.004454     0.005107     0.004761
   1952       41   0.004677     0.005260     0.004955
   1952       42   0.004680     0.005592     0.005118
   1952       43   0.004873     0.005989     0.005413
   1952       44   0.004923     0.006527     0.005704
   1952       45   0.005440     0.006827     0.006132
   1952       46   0.005869     0.007195     0.006535
   1952       47   0.006018     0.008251     0.007127
   1952       48   0.006697     0.008777     0.007744
   1952       49   0.007102     0.009498     0.008306
   1952       50   0.007708     0.010194     0.008963
   1952       51   0.008393     0.011026     0.009721
   1952       52   0.008957     0.011721     0.010354
   1952       53   0.009357     0.013006     0.011210
   1952       54   0.010659     0.014099     0.012396
   1952       55   0.010760     0.015161     0.012980
   1952       56   0.012145     0.016692     0.014431
   1952       57   0.012696     0.018872     0.015796
   1952       58   0.015105     0.021356     0.018242
   1952       59   0.015358     0.023032     0.019176
   1952       60   0.016153     0.024546     0.020299
   1952       61   0.017892     0.026288     0.022003
   1952       62   0.019667     0.028259     0.023814
   1952       63   0.021621     0.032789     0.027007
   1952       64   0.024238     0.035133     0.029457
   1952       65   0.027715     0.040628     0.033771
   1952       66   0.028769     0.041481     0.034634
   1952       67   0.032115     0.048175     0.039405
   1952       68   0.036359     0.053296     0.043898
   1952       69   0.039144     0.057905     0.047336
   1952       70   0.043003     0.061941     0.051230
   1952       71   0.049083     0.070004     0.058079
   1952       72   0.051296     0.071663     0.059906
   1952       73   0.059821     0.080999     0.068650
   1952       74   0.064138     0.086798     0.073380
   1952       75   0.070183     0.095273     0.080245
   1952       76   0.077800     0.103250     0.087912
   1952       77   0.083522     0.108916     0.093391
   1952       78   0.093811     0.119445     0.103558
   1952       79   0.100636     0.128976     0.111228
   1952       80   0.117194     0.145627     0.127686
   1952       81   0.122165     0.152641     0.133074
   1952       82   0.137315     0.173287     0.149775
   1952       83   0.148190     0.183195     0.160055
   1952       84   0.166157     0.198162     0.176757
   1952       85   0.182784     0.219982     0.194791
   1952       86   0.199048     0.235614     0.210434
   1952       87   0.211757     0.247585     0.222580
   1952       88   0.244092     0.279110     0.254505
   1952       89   0.247082     0.278826     0.256178
   1952       90   0.279173     0.302761     0.285675
   1952       91   0.284834     0.340913     0.299860
   1952       92   0.342097     0.388319     0.354089
   1952       93   0.361678     0.374474     0.365008
   1952       94   0.378687     0.439956     0.395017
   1952       95   0.407973     0.375360     0.400093
   1952       96   0.343332     0.339299     0.342377
   1952       97   0.401439     0.427569     0.407513
   1952       98   0.393305     0.450011     0.407526
   1952       99   0.629829     0.595752     0.620276
   1952      100   0.567162     0.428572     0.526313
   1952      101   0.330708     0.514301     0.395946
   1952      102   0.352941     0.214294     0.297874
   1952      103   0.612255     0.363654     0.512206
   1952      104   0.272730     0.000000     0.176472
   1952      105   0.666666     0.000000     0.571431
   1952      106   0.000000            .     0.000000
